Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
cacc5e9d-ac30-5ec3-5038-2e21be07523f,1987-07-20,,999-64-8609,S99997858,X26276853X,Mrs.,Rocio28,Norma469,Godínez202,,Feliciano160,M,white,hispanic,F,San Jose  San Jose  CR,853 Stanton Passage Suite 0,Nantucket,Massachusetts,Nantucket County,25019,02554,41.25502979158078,-70.06537346320037,231906.78,451441.85,107561
f6e11d6a-b153-0312-6266-a770ae81d3dc,2007-01-29,,999-16-6055,S99932332,,Ms.,Brett333,Simone657,Rosenbaum794,,,,white,nonhispanic,F,Dartmouth  Massachusetts  US,538 Mueller Key Unit 48,Leominster,Massachusetts,Worcester County,25027,01420,42.504559717583966,-71.74535794652242,5450.00,204655.01,14291
db99f77c-3748-9e63-bcb4-4977ddc036f9,1947-08-24,,999-30-9626,S99985243,X61042702X,Mr.,Buster609,Malcom15,Crooks415,,,D,white,nonhispanic,M,Fall River  Massachusetts  US,603 Zboncak Forge,Webster,Massachusetts,Worcester County,25027,01570,42.045260108448645,-71.86740877062621,19364.81,1019815.22,12488
bb362c44-a37a-9c70-b536-9a3325afe53f,1977-06-19,,999-92-8602,S99945940,X86043644X,Mrs.,Thao506,Marleen824,Abshire638,,Kihn564,M,hawaiian,nonhispanic,F,Amherst Center  Massachusetts  US,333 Rau Well,Wareham,Massachusetts,Plymouth County,,00000,41.78516170063514,-70.72123049009386,19213.91,1752987.19,20038
a74271d3-2147-158f-9e73-b01a8960f964,2021-01-09,,999-95-1069,,,,Jonathon205,Buford910,Leffler128,,,,white,nonhispanic,M,Springfield  Massachusetts  US,689 Waters Trafficway,East Bridgewater,Massachusetts,Plymouth County,,00000,42.04848053287034,-70.89161610946185,13825.19,871.97,95797
fa1fd74b-4910-c6f0-1b48-28b9814cf5fc,1994-09-15,,999-74-4777,S99958826,X10492673X,Ms.,Syble581,,Buckridge80,,,S,black,nonhispanic,F,Wakefield  Massachusetts  US,559 Koss Drive Unit 94,Plymouth,Massachusetts,Plymouth County,25023,02360,41.93826069724435,-70.64219004749692,175757.64,386428.74,159258
a7307164-8d0f-2f57-92c8-94e613ca60ab,1950-12-15,,999-83-6021,S99927513,X78372187X,Mr.,Jc393,Hong136,Fritsch593,,,D,asian,nonhispanic,M,Mumbai  Maharashtra  IN,234 O'Hara Trafficway,Boston,Massachusetts,Suffolk County,25025,02113,42.36849191135337,-71.04067550947718,472589.28,659984.90,51233
bdb6718b-722b-8547-d455-56086e677dce,1964-04-26,,999-98-7129,S99957204,X12839365X,Mrs.,Melony418,Latricia419,Donnelly343,,Jakubowski832,M,white,nonhispanic,F,Winchester  Massachusetts  US,1060 Feest Estate,Forestdale,Massachusetts,Barnstable County,25001,02644,41.7134838858999,-70.51234409934308,324903.04,633038.67,140264
62a13136-ea7e-bf75-398f-ebb200743f89,2005-11-26,,999-86-5482,S99934498,,Mr.,Homero668,Teodoro374,Barrios478,,,,black,hispanic,M,Havana  Havana  CU,880 Bergnaum Mews Unit 14,Mendon,Massachusetts,Worcester County,,00000,42.09630179222535,-71.59028313358986,55753.94,20741.23,30388
dc6a43eb-edd3-c21e-e225-66c1d5e7c7be,2017-04-12,,999-16-7462,,,,Hillary281,Scott935,Kuhic920,,,,asian,nonhispanic,F,Wenham  Massachusetts  US,1098 MacGyver Meadow,Weymouth,Massachusetts,Norfolk County,25021,02188,42.18275499878922,-70.94335674956572,1832.41,24042.21,24798
aa0011e8-a7e4-cfe3-c4cc-14daa9027d46,2017-01-21,,999-55-2008,,,,Dwayne786,Armand155,Lehner980,,,,white,nonhispanic,M,Monson  Massachusetts  US,1038 Graham Mission,Gloucester,Massachusetts,Essex County,25009,01930,42.62107677698638,-70.68856926508307,10571.85,10890.65,33021
85f14ada-1fc0-0fc4-e9a0-e60bef84164c,1986-10-02,,999-54-3575,S99915158,X88272725X,Ms.,Yen770,Jayne73,Terry864,,,S,white,nonhispanic,F,Cochituate  Massachusetts  US,924 Howell Viaduct Unit 30,Andover,Massachusetts,Essex County,25009,01810,42.61596083135303,-71.20782035137853,263697.63,1229743.75,728810
7dcc2e8c-da35-2e18-ce46-496458c3dc09,1953-04-05,,999-26-8650,S99978373,X39657622X,Mr.,Antony83,Weldon459,Heathcote539,,,M,white,nonhispanic,M,Marlborough  Massachusetts  US,137 Connelly Frontage road Suite 61,Athol,Massachusetts,Worcester County,25027,01331,42.598545695773815,-72.22826798440825,15477.89,360080.99,15680
3cb3e155-6f67-9055-e1d7-e5ef6000f1e1,1999-12-26,,999-71-6485,S99935614,X60238392X,Ms.,Lorena247,Mattie544,Herman763,,,,white,nonhispanic,F,Beverly  Massachusetts  US,306 Harber Knoll,Acton,Massachusetts,Middlesex County,,00000,42.4492636765666,-71.4390667594158,135765.83,343027.05,129127
40981c2c-3014-6f8d-ebfe-611ad407607b,1953-08-03,,999-64-3442,S99918312,X12856104X,Mr.,Charles364,Garret233,Rodriguez71,,,S,white,nonhispanic,M,Williamstown  Massachusetts  US,712 Zemlak Fort Suite 59,Millbury,Massachusetts,Worcester County,,00000,42.207163974599595,-71.74989946277731,191625.59,346139.63,83508
795be684-7716-0396-e565-dc8806e224ac,1958-12-18,,999-10-6618,S99935991,X18606370X,Ms.,Verena947,,Zboncak558,,,S,white,nonhispanic,F,Medway  Massachusetts  US,352 Feil Underpass Suite 45,Saugus,Massachusetts,Essex County,25009,01906,42.42519124786823,-71.00538251023582,295801.10,346732.01,198222
f29ee3a5-4b74-f51b-4f3c-564e3f85cd9e,1986-09-15,,999-13-3445,S99994754,X21935121X,Mrs.,Season349,Roselia779,Rohan584,,Marvin195,M,white,nonhispanic,F,Walpole  Massachusetts  US,504 Carter Overpass Apt 39,Westford,Massachusetts,Middlesex County,,00000,42.56589686114445,-71.41693453196055,263544.71,446014.46,111286
98421252-4d32-0988-ed04-2b1b29828c90,1999-08-31,,999-22-4031,S99912152,X83871104X,Ms.,Dannielle300,Marlyn309,Hand679,,,,white,nonhispanic,F,Brockton  Massachusetts  US,1041 Mills Way,Brockton,Massachusetts,Plymouth County,25023,02302,42.11304672593762,-71.08953145369067,173477.52,404927.94,89536
ab811e35-c61f-59f5-51aa-415010258575,2025-11-16,,999-11-9260,,,,Adelina682,,Larkin917,,,,white,nonhispanic,F,Arlington  Massachusetts  US,187 Emard Lodge,Charlton,Massachusetts,Worcester County,,00000,42.126315094967865,-71.98623998551356,1210.18,0.00,867637
3d72f421-18d6-c002-e636-28c1c8ad6a86,2013-03-12,,999-86-2440,,,,Latrisha74,Karren465,Goldner995,,,,white,nonhispanic,F,Lexington  Massachusetts  US,717 Bahringer Trace,Boston,Massachusetts,Suffolk County,25025,02215,42.368214768453434,-71.02955137489865,51504.92,0.00,69627
6db5d40b-d532-1e38-294d-2a23d509e3ed,2021-07-28,,999-77-4900,,,,Jeremiah751,Roman389,Berge125,,,,white,nonhispanic,M,Brookline  Massachusetts  US,164 Christiansen Bypass,Hampden,Massachusetts,Hampden County,,00000,42.06590827655652,-72.46013335819067,6097.65,2158.32,61649
4653f813-b7e0-eb47-99c4-2451438f8113,1997-02-27,,999-51-4220,S99999782,X57787895X,Mr.,Vince741,Daron260,Schimmel440,,,S,white,nonhispanic,M,Boston  Massachusetts  US,153 Murphy Extension,Hudson,Massachusetts,Middlesex County,25017,01749,42.4304321305867,-71.50710244635046,5281.41,62557.93,21862
b007fb78-4f76-7e55-f298-6f41e3639067,2003-10-04,,999-82-5837,S99953529,X18500125X,Ms.,Idella49,Sandee884,Hermann103,,,,white,nonhispanic,F,Natick  Massachusetts  US,817 Nitzsche Estate Apt 50,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.627423932254985,-70.1549852342606,80722.18,284665.01,66434
3b6c9a63-0f58-327e-d250-a4ab716725f6,1990-11-18,,999-12-3216,S99939097,X20259886X,Mrs.,Alethia102,Joey457,Johnson679,,Maggio310,M,white,nonhispanic,F,Needham  Massachusetts  US,120 Fahey Crossroad Apt 81,Milton,Massachusetts,Norfolk County,25021,02186,42.200046036709274,-71.11872789140472,234165.62,632932.16,729598
a4953a11-e042-9b13-b014-3e810e0452cf,2009-06-06,,999-33-9755,S99953358,,,Emanuel231,Nickolas58,Larson43,,,,white,nonhispanic,M,Gardner  Massachusetts  US,486 Krajcik Trace Suite 31,Falmouth,Massachusetts,Barnstable County,25001,02540,41.60028871602342,-70.63116334134016,3680.58,68273.30,19486
27397c50-8a8a-4452-5cbd-72c9e50d5b23,2001-12-01,,999-64-9113,S99961005,X21634601X,Ms.,María Soledad68,Laura391,Luevano912,,,,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,699 Marks Mission Suite 93,Salem,Massachusetts,Essex County,25009,01907,42.51998157185443,-70.89419882372282,84106.93,18271.81,66341
1e2b20e3-0de3-51ff-b6bc-8015670accfb,2009-06-26,,999-15-8349,S99952908,,,Loma263,Dannette613,Abshire638,,,,white,nonhispanic,F,Wilmington  Massachusetts  US,261 Walsh Underpass Apt 85,Medfield,Massachusetts,Norfolk County,25021,02052,42.15298830388699,-71.30045863994884,23362.68,20764.21,93101
27025fe8-22ea-27ee-f94f-c802e0c54110,2001-06-05,,999-90-1351,S99955129,X29097116X,Mr.,Jim478,Gregorio366,Collier206,,,,white,nonhispanic,M,Russell  Massachusetts  US,124 Roob Common Suite 88,Revere,Massachusetts,Suffolk County,25025,02151,42.402246177137364,-71.03801057438906,86892.11,565479.21,104201
270c1a85-512f-6635-fd86-2d5f60b139d5,1974-02-13,,999-33-7150,S99949430,X26961682X,Mr.,Darius626,Santiago500,Langosh790,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,296 Kuvalis Rapid Apt 17,Easton,Massachusetts,Bristol County,,00000,42.07273618203523,-71.07891417884522,140223.16,0.00,77396
dfdd853f-04ba-0987-6beb-e78dfa91a2a4,2009-08-08,,999-30-6700,S99994210,,,Tamra871,Ivana95,Pacocha935,,,,white,nonhispanic,F,Easthampton  Massachusetts  US,976 Mayert Glen Apt 27,Boston,Massachusetts,Suffolk County,25025,02121,42.27622159616801,-71.17000054889996,92917.29,74972.13,75159
c1fb92ed-ae48-b03d-5cbe-4fc3ce6700f8,1984-10-15,,999-57-2911,S99990811,X67269165X,Mr.,Omer483,,Eichmann909,,,M,white,nonhispanic,M,Springfield  Massachusetts  US,637 Rutherford Arcade Apt 4,Northampton,Massachusetts,Hampshire County,25015,01063,42.35426130438684,-72.67412648071974,92199.00,1999.61,152766
26d9ec2e-4444-45ff-29d0-ac631e74e100,2009-10-18,,999-61-4662,S99949388,,,Amos720,,McDermott739,,,,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,564 Stark Stravenue Suite 12,Somerville,Massachusetts,Middlesex County,25017,02138,42.41052152423627,-71.09361738173358,3886.80,66786.30,3531
88b95e08-9eeb-86c1-2576-3bc9ecf18f78,1981-02-17,,999-73-4398,S99921035,X42211590X,Mr.,Denis399,Lino542,Welch179,,,M,white,nonhispanic,M,Westport  Massachusetts  US,134 Heidenreich Trace Suite 86,Webster,Massachusetts,Worcester County,25027,01570,42.084066255126366,-71.87659528229553,108473.13,14334.41,114328
a816b5d3-109d-1a6e-0738-20dd1f8d731e,1974-07-03,2005-04-01,999-98-5138,S99955712,X63501845X,Mr.,Bernard308,Al123,Berge125,,,M,white,nonhispanic,M,Agawam  Massachusetts  US,786 Block Station Apt 74,Chelmsford,Massachusetts,Middlesex County,,00000,42.63674296331155,-71.41397250170893,116655.13,0.00,100871
db40ad04-e173-121f-2e93-fc0df5ad170d,1996-09-17,,999-38-7999,S99924942,X23634100X,Mr.,Jordon466,,Goyette777,,,M,white,nonhispanic,M,Fairhaven  Massachusetts  US,637 Heaney Landing Apt 89,Boston,Massachusetts,Suffolk County,25025,02163,42.33508648667795,-71.0872093855596,11150.19,836239.42,7210
aaab8879-b51e-2890-8096-497f9de61ae1,2008-01-13,,999-73-5632,S99933862,,,Stacee229,,Torphy630,,,,white,nonhispanic,F,Wareham  Massachusetts  US,461 Spinka Plaza Apt 25,Huntington,Massachusetts,Hampshire County,25015,01050,42.335417071972934,-72.8768462559776,49920.65,5426.78,35909
3c6e3f01-1160-e55b-4200-d1bb0f998a1b,1953-10-02,,999-60-1603,S99992825,X52880580X,Mrs.,Gertie348,Tammara379,Waters156,,Ortiz186,M,white,nonhispanic,F,Millers Falls  Massachusetts  US,302 Wiza Branch Apt 58,Boston,Massachusetts,Suffolk County,25025,02127,42.34989409193751,-71.02442750659165,319204.59,1229868.33,133386
23f16b1b-5a96-6fae-95e0-5155e80f3fed,1989-08-10,,999-69-7635,S99921200,X6880220X,Mr.,William805,Armand155,Mohr916,,,M,white,nonhispanic,M,Webster  Massachusetts  US,531 Vandervort Vale Apt 82,Adams,Massachusetts,Berkshire County,25003,01220,42.66345495855022,-73.14130767098833,6290.85,101793.19,14016
3f7f9de2-fff4-fc08-1758-51f54e885309,1983-03-25,,999-63-9958,S99923941,X14403653X,Mrs.,Jeanmarie510,Lorraine478,Jerde200,,Bogisich202,M,white,nonhispanic,F,Lakeville  Massachusetts  US,397 Ritchie Parade Apt 2,Brockton,Massachusetts,Plymouth County,25023,02301,42.07834822311199,-71.01157881726176,13254.18,880949.07,17692
2eeaf5c1-4876-53a9-c399-bfc64ad8b40e,1974-07-03,,999-12-7750,S99966567,X88055610X,Mr.,Phil587,Jeremy766,Brakus656,,,M,white,nonhispanic,M,Oak Bluffs  Massachusetts  US,972 Jacobi Mission,Chelmsford,Massachusetts,Middlesex County,,00000,42.57282431913447,-71.33830472599313,111447.59,902.40,100871
b558acf7-807d-a0f5-4c0d-3d082fe25e4c,1982-02-09,,999-60-9763,S99947050,X62497064X,Mr.,Mckinley734,Woodrow571,Farrell962,,,M,white,nonhispanic,M,Easton  Massachusetts  US,508 Thiel Harbor Apt 72,Boston,Massachusetts,Suffolk County,25025,02132,42.341620563978005,-71.09823771241555,92463.87,85501.55,42866
3c02472c-fcbc-afb1-5ace-acda6f589f63,2003-11-11,,999-70-9423,S99973402,X25104887X,Mr.,Malcolm243,,Kertzmann286,,,,white,hispanic,M,Lawrence  Massachusetts  US,398 Wilkinson Gardens,Boston,Massachusetts,Suffolk County,25025,02136,42.34447350939744,-71.0984782492447,129968.61,555121.32,427875
e1e40ae6-2848-a85e-a941-c7a2a9f78207,1972-03-28,,999-53-2636,S99979404,X51102436X,Mrs.,Grisel924,Mina319,Hackett68,,Shanahan202,M,asian,nonhispanic,F,Cheshire  Massachusetts  US,163 Rogahn Rapid Suite 21,Cambridge,Massachusetts,Middlesex County,25017,02138,42.367079880419915,-71.18234558829553,167324.70,729642.63,30195
8b6f7c4f-ad21-54fb-b620-d62dea9eb62b,2018-12-09,,999-15-9713,,,,Chang901,Zachariah133,Wisoky380,,,,white,nonhispanic,M,Westwood  Massachusetts  US,942 Lesch Haven,Agawam,Massachusetts,Hampden County,25013,01030,42.0951358518974,-72.5878809337779,1267.13,24820.84,21227
7f970e72-f14c-4bcd-d1c2-d6956ef32fb6,1971-02-17,,999-46-8250,S99952144,X47660014X,Mrs.,Susie661,Rafaela464,Mueller846,,Schuster709,W,white,nonhispanic,F,Salisbury  Massachusetts  US,1029 Buckridge Run Apt 28,Springfield,Massachusetts,Hampden County,25013,01105,42.16535173038624,-72.59196252098755,989762.94,567788.99,65167
760b37c1-d05d-8366-c9e9-36e777e2fe58,2006-08-07,,999-22-7778,S99965077,,Mr.,Abraham100,Danny396,Effertz744,,,,white,nonhispanic,M,Spencer  Massachusetts  US,644 Farrell Haven Apt 6,East Longmeadow,Massachusetts,Hampden County,,00000,42.072710361261066,-72.50965909867267,67769.71,28216.55,80954
1c00d189-24bd-8b67-8e5e-118179efa640,1969-11-13,,999-50-6905,S99994097,X63758374X,Mrs.,Goldie436,Venita81,Mills423,,Lueilwitz711,M,white,nonhispanic,F,Monson  Massachusetts  US,441 McKenzie Row,Marshfield,Massachusetts,Plymouth County,25023,02050,42.110795192411274,-70.67910928880303,406649.64,823977.52,33452
13cb07cf-e4be-e5ed-390d-64e1f69c1a6d,2010-10-21,,999-55-6989,,,,Katharina121,,Willms744,,,,white,nonhispanic,F,Yarmouth  Massachusetts  US,989 Brown Junction Suite 98,Boston,Massachusetts,Suffolk County,25025,02111,42.38370352816287,-71.10344829001123,18402.19,372456.73,1018
d2a45621-ef96-66bf-9e7c-d7315ae2a8f0,1974-10-07,,999-69-3191,S99946925,X54295324X,Mrs.,Felicidad691,Elsy53,Torp761,,Lubowitz58,M,white,nonhispanic,F,North Attleborough  Massachusetts  US,631 Gottlieb Heights Suite 91,Beverly,Massachusetts,Essex County,25009,01915,42.53922127345596,-70.8773654242782,635140.26,574461.88,70976
9dc66fa7-9a83-4fd0-adb8-36255433d683,1974-06-19,,999-74-5734,S99978248,X80722906X,Mr.,Edgar153,Chris95,Marvin195,,,M,white,nonhispanic,M,Rowley  Massachusetts  US,886 Bruen Center Suite 39,Holyoke,Massachusetts,Hampden County,25013,01040,42.22819987603562,-72.62520982626478,466560.81,258702.70,92798
bfd60bf1-f85f-7f28-d7c0-c3b761d97de3,1961-06-10,,999-29-3191,S99967917,X3938223X,Mr.,Buddy254,Alton320,Satterfield305,,,S,white,nonhispanic,M,Boston  Massachusetts  US,719 Schulist Street Suite 3,Springfield,Massachusetts,Hampden County,25013,01107,42.10189783180455,-72.55529049932294,38337.83,772345.09,14289
ca6988f7-7921-9e1d-27a7-d7d12f237291,1972-03-12,,999-57-7399,S99917429,X53976713X,Mrs.,Jamie386,Trula820,Barton704,,Spencer878,M,white,nonhispanic,F,Cochituate  Massachusetts  US,663 Lakin Bay Unit 24,Fitchburg,Massachusetts,Worcester County,25027,01420,42.55883772654612,-71.80959633452754,23553.77,828543.32,16949
5b0fa500-551f-ce60-f13b-a20067747ed0,1991-10-09,,999-74-7783,S99910668,X38863159X,Mr.,Darren774,Odis959,Friesen796,,,M,white,nonhispanic,M,Malden  Massachusetts  US,274 Labadie Junction,Boston,Massachusetts,Suffolk County,25025,02135,42.3287684987364,-71.09158422162308,102557.11,61160.41,32069
4b82089f-5bbf-d3c7-0a31-2d43b23f979a,1993-10-04,,999-59-7086,S99919660,X31025630X,Mr.,Isaias604,Clarence5,Hodkiewicz467,,,M,white,nonhispanic,M,Medway  Massachusetts  US,787 Wilderman Skyway,Arlington,Massachusetts,Middlesex County,25017,02476,42.40654085137455,-71.15338042265589,149245.06,756399.68,96732
4dfe7272-e22f-3569-1960-7e0bba704fb1,1988-12-14,,999-52-2887,S99958169,X30099002X,Mr.,Sang383,,Padberg411,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,193 Feeney Spur Apt 39,Brockton,Massachusetts,Plymouth County,25023,02351,42.12458621949693,-71.03220017529414,84092.23,11646.82,49101
10e3f7d2-0fa0-cef5-b139-4fe0a5569bb2,1976-12-25,,999-49-6621,S99989778,X88834597X,Mrs.,Pamella8,Filomena215,Langworth352,,Jakubowski832,M,black,nonhispanic,F,Ashland  Massachusetts  US,834 Boyer Ramp,East Bridgewater,Massachusetts,Plymouth County,,00000,42.04922307449467,-70.93440395899182,240319.50,379357.34,142055
fe8043c1-fd36-2d6c-09b8-8551ac5ccbec,2019-07-07,,999-91-5293,,,,Woodrow571,Ron353,Homenick806,,,,white,nonhispanic,M,Larissa  Larissa Prefecture  GR,986 Berge Light,Brockton,Massachusetts,Plymouth County,25023,02301,42.0951239127867,-71.02613681551146,13603.32,238.31,131905
435a42fe-d74e-5675-75f3-d568f76c565a,1995-02-08,,999-38-4747,S99919842,X32697578X,Mrs.,Gabriella773,Joycelyn213,Hansen121,,Hettinger594,M,white,nonhispanic,F,Worcester  Massachusetts  US,790 Ullrich Gate,Tewksbury,Massachusetts,Middlesex County,,00000,42.63246800078438,-71.23695628987488,190246.80,621877.45,147739
ffbb030c-2422-70cf-c95e-167b305cc941,2010-11-26,,999-38-4724,,,,Donnell534,Kareem959,Morar593,,,,white,nonhispanic,M,Raynham  Massachusetts  US,325 Baumbach Gateway Suite 18,Leominster,Massachusetts,Worcester County,25027,01453,42.49259076202422,-71.76774050759265,69064.72,363146.83,41371
f3073d63-deff-9878-8dd2-41069f0990a7,2011-03-07,,999-55-4551,,,,Nellie325,,Collier206,,,,white,nonhispanic,F,Medford  Massachusetts  US,455 Ankunding Loaf Unit 85,Whitman,Massachusetts,Plymouth County,,00000,42.08738716288407,-70.98326079933597,23225.14,32557.46,178771
c0cf2425-1d1a-ef07-b550-5b1b24c632d0,2021-07-31,,999-62-5535,,,,Tinisha932,Evan94,Runolfsson901,,,,white,nonhispanic,F,Brockton  Massachusetts  US,889 Bernhard Esplanade,West Wareham,Massachusetts,Plymouth County,25023,02576,41.730096541074076,-70.78939053304481,875.86,13717.77,11103
c1989028-1610-b0fe-e8c9-5a57e79720ae,1978-12-01,,999-98-2017,S99984999,X86474788X,Mrs.,Leena55,Carmelia328,Miller503,,Nader710,D,white,nonhispanic,F,Newton  Massachusetts  US,212 Ratke Path,Sandwich,Massachusetts,Barnstable County,25001,02563,41.69718368125191,-70.50284180048928,268089.78,412856.69,55149
5f956d4e-8bb5-1462-ebce-00cf4658300e,1955-01-21,,999-72-7275,S99916043,X876643X,Mr.,Newton741,Kory651,Crona259,JD,,D,native,nonhispanic,M,White Island Shores  Massachusetts  US,203 Upton Trace Suite 78,Peabody,Massachusetts,Essex County,25009,01960,42.49880214093818,-70.93370219697155,177957.64,131023.85,32870
4accc61f-93aa-94a6-947d-690735db160b,2003-09-21,,999-97-9861,S99967892,X54588111X,Ms.,Elia719,Emelda84,Cronin387,,,,white,hispanic,F,Cambridge  Massachusetts  US,177 Bogisich Rapid Unit 20,Holyoke,Massachusetts,Hampden County,25013,01040,42.19307771466096,-72.63865025665312,5900.00,193641.71,14784
1334b456-9f07-31b0-deea-730d20ca57c2,2002-07-11,,999-99-4427,S99953373,X22660923X,Ms.,Natalia964,Andrea7,Valenzuela371,,,,white,hispanic,F,Caracas  Capital District  VE,803 Hyatt Light Unit 80,Rockport,Massachusetts,Essex County,25009,01966,42.66077046791377,-70.59833019466797,99376.70,678793.35,117351
67115ae6-c7e9-08c7-c7ea-6ab18db58b1f,1965-05-24,,999-70-4041,S99981315,X3644926X,Mr.,Danial835,Erin498,Erdman779,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,485 Kshlerin Flat Apt 78,Arlington,Massachusetts,Middlesex County,25017,02474,42.39300855996584,-71.13106360338934,149203.54,168732.87,53830
0eeec4e9-b77b-4bf2-484f-37df36e7bfc4,1997-03-22,,999-37-1485,S99917942,X292231X,Mr.,Jc393,Allan198,Volkman526,,,S,white,nonhispanic,M,Lakeville  Massachusetts  US,673 Jacobs Trace,Shrewsbury,Massachusetts,Worcester County,,00000,42.25281177985359,-71.68255906716162,95732.82,0.00,48710
a872bdf0-5636-e5db-07c4-890459687e71,2005-02-01,,999-84-6311,S99915117,X39875776X,Mr.,Norris589,Chester802,Runte676,,,,white,nonhispanic,M,Lexington  Massachusetts  US,515 Friesen Run Suite 91,Newton,Massachusetts,Middlesex County,25017,02460,42.33467791638569,-71.16092973511384,42832.61,25845.29,30431
b9c6ae63-c12b-2de3-c6be-19c7c0f18b94,2010-01-16,,999-39-9079,,,,Geoffrey157,Al123,Schmeler639,,,,white,nonhispanic,M,Palmer  Massachusetts  US,260 Fay Stravenue,Amherst,Massachusetts,Hampshire County,,00000,42.35378586165181,-72.54141054575491,51810.89,4701.41,571573
39c6338f-7d3a-52cc-ebfd-25a7f10e13f6,1961-09-30,,999-60-2221,S99928364,X44212340X,Mr.,Dante562,,Jenkins714,,,W,white,nonhispanic,M,Newbury  Massachusetts  US,771 Wilderman Frontage road Unit 81,Webster,Massachusetts,Worcester County,25027,01570,42.05168752094144,-71.81248304512829,388035.24,0.00,49116
041cad55-41ea-8bff-092a-d9c2bacb1b14,2024-09-19,,999-78-2903,,,,Necole468,Marina546,Rolfson709,,,,white,nonhispanic,F,Amherst  Massachusetts  US,556 Nienow Ferry,Amherst,Massachusetts,Hampshire County,,00000,42.36108310171227,-72.52030739663448,6576.01,0.00,61996
f589b35d-f00f-84ef-5b07-2011874b3fe2,1992-09-18,,999-91-9891,S99983260,X85813893X,Mr.,Nigel915,Lonnie913,Hahn503,,,S,white,nonhispanic,M,Brockton  Massachusetts  US,348 Bashirian Avenue,Boston,Massachusetts,Suffolk County,25025,02127,42.32861072554022,-71.1165889831248,6293.18,80387.42,11170
9650f0ff-1759-98bd-8799-c3ca22e4da29,2014-02-14,,999-45-8524,,,,Jude172,Elenore794,Swaniawski813,,,,black,nonhispanic,F,Barre  Massachusetts  US,441 Jast Lock,Somerville,Massachusetts,Middlesex County,25017,02140,42.34821178339344,-71.10646227053978,44311.83,26845.81,38361
4520e9e3-9d94-b28d-04e8-2e8b5e17c9e1,1959-08-11,1967-03-26,999-15-3212,,,,Adan632,,Feest103,,,,white,nonhispanic,M,Beverly  Massachusetts  US,986 Strosin Neck,Plymouth,Massachusetts,Plymouth County,25023,02360,41.898937926705564,-70.60346761497799,2107.84,10963.79,5477
422285d0-41ec-c753-ce38-504322f7e97b,1999-04-18,,999-37-2330,S99935025,X11093076X,Ms.,Sharri659,Tamisha203,Schuppe920,,,,white,nonhispanic,F,Framingham  Massachusetts  US,921 Ortiz Glen,Auburn,Massachusetts,Worcester County,,00000,42.21224283935853,-71.81527613221809,114168.86,126884.25,126944
1ea33478-9b29-ea76-25a1-37240aae8c58,1941-09-09,,999-86-3901,S99957370,X19462699X,Mrs.,Lan153,Hildred696,Quigley282,,Lesch175,M,white,nonhispanic,F,Dracut  Massachusetts  US,629 Romaguera Ranch,Stoneham,Massachusetts,Middlesex County,25017,02180,42.5026255923781,-71.11300335418721,822020.04,733030.48,57043
89193220-d7bb-b8f5-d3fe-675e29eb41b7,2000-04-03,2003-07-06,999-74-7476,,,,Bernie827,Sherwood961,Erdman779,,,,white,nonhispanic,M,Weymouth  Massachusetts  US,865 Stehr Landing,Lowell,Massachusetts,Middlesex County,25017,01854,42.64510822755511,-71.3387590347169,26011.25,37824.80,118835
6bb6b92c-ea5e-55a3-8b1a-69690e78373e,1980-04-12,,999-57-3393,S99945476,X57350625X,Mr.,Rubén780,Nicolás801,Henríquez109,,,M,black,hispanic,M,Salisbury  Saint Joseph Parish  DM,285 Breitenberg Alley,Boston,Massachusetts,Suffolk County,25025,02210,42.344917458943826,-71.15085247089294,14877.66,213199.85,12032
9db193ce-4466-1e59-63dc-b26e14bab386,1972-04-09,,999-44-6070,S99952118,X87284383X,Mrs.,Ka422,Sherly665,Crist667,,Deckow585,M,white,nonhispanic,F,Boston  Massachusetts  US,388 Pagac Branch Suite 48,Brookline,Massachusetts,Norfolk County,25021,02445,42.36666367345022,-71.1519675461506,861561.91,673040.07,45871
1d032e73-fc86-5466-5bf5-6cfb25602b5f,1991-03-05,,999-71-2282,S99936839,X44432943X,Mrs.,Lucie638,Lea264,Hamill307,,Gaylord332,M,white,nonhispanic,F,Somerville  Massachusetts  US,689 Gutmann Orchard,Chicopee,Massachusetts,Hampden County,25013,01013,42.131018568159405,-72.60148111855804,11968.35,1084519.24,17892
fd242576-3490-c8ee-8af8-1f4ec6af261a,2024-06-21,,999-92-7658,,,,Jude172,Fred155,Witting912,,,,white,nonhispanic,M,Barre  Massachusetts  US,491 Koss Street Apt 87,Lowell,Massachusetts,Middlesex County,25017,01850,42.69458082073857,-71.38989618622769,4591.09,6700.30,59785
